id,features
1175,"[0.7862275242805481, 1.2173880338668823, -0.3112756609916687, 0.47946202754974365, -0.15004120767116547, 0.34795501828193665, 0.021105492487549782, -0.4751872420310974, 0.389701247215271, -0.36800482869148254]"
1185,"[0.412476509809494, 1.202561378479004, -0.08363331854343414, -0.201491117477417, -0.4438241422176361, 0.3454592525959015, -0.5794515609741211, -0.2932697534561157, 0.1367916613817215, 0.12945516407489777]"
1205,"[-0.009755325503647327, 0.5815410614013672, -0.4535195529460907, 0.45213058590888977, 0.39664021134376526, -0.026867754757404327, 0.016145527362823486, -1.0724681615829468, -0.11724258959293365, -1.2193031311035156]"
1215,"[0.07313580811023712, 1.1701462268829346, -0.17491000890731812, 0.6417834162712097, 0.12943007051944733, 0.0392732210457325, 0.36331722140312195, -0.5153977274894714, -0.048647746443748474, -0.8273393511772156]"
1225,"[0.3841189444065094, 1.1693994998931885, -0.4302908480167389, 0.0024630494881421328, -0.4207223653793335, 0.3373144268989563, -0.4692322909832001, -0.34856969118118286, -0.1425001323223114, -0.05780523270368576]"
1235,"[0.7506564855575562, 1.1989409923553467, -0.4938914179801941, 0.027486536651849747, -0.031595777720212936, 0.11814447492361069, -0.6805427074432373, -0.38937538862228394, 0.20623797178268433, -0.10772451013326645]"
1245,"[0.33666571974754333, 1.4302732944488525, -0.31489431858062744, 0.18353384733200073, 0.17659074068069458, -0.017346277832984924, -0.21776288747787476, -0.24690574407577515, -0.1038677841424942, 0.06647234410047531]"
1255,"[1.5742329359054565, 0.8358460068702698, -0.5513051152229309, 0.4863623380661011, -0.24436332285404205, -0.7811135053634644, 0.14712412655353546, -0.17392511665821075, 0.09016928821802139, -0.03160086274147034]"
1265,"[0.04091063141822815, 1.2358477115631104, 0.15313516557216644, 0.2310158610343933, -0.18743927776813507, -0.3534550666809082, -0.4880187213420868, -0.15080833435058594, -0.3276064395904541, -0.21820470690727234]"
1275,"[0.12343963980674744, 0.7441023588180542, -1.0795795917510986, 0.5683708786964417, 0.0008551441133022308, 0.019598113372921944, -0.02215324528515339, -0.6627437472343445, -0.26013872027397156, -0.5017780065536499]"
1285,"[0.5152669548988342, 1.3544765710830688, 0.15238834917545319, -0.09966092556715012, 0.10908051580190659, -0.13286252319812775, -0.16502967476844788, -0.4504075348377228, 0.3936830759048462, -0.4376797676086426]"
1295,"[1.089747428894043, 1.0024936199188232, -0.2952519357204437, 0.07667192816734314, -0.7193439602851868, -0.23003825545310974, -0.18296338617801666, -0.22496744990348816, 0.6650329828262329, 0.4302036464214325]"
1305,"[1.3920704126358032, 1.0811433792114258, -0.43181875348091125, -0.1569325476884842, -0.15792511403560638, -0.6139599680900574, -0.24610383808612823, 0.25160592794418335, -0.08960378170013428, 0.31822511553764343]"
1315,"[0.23357459902763367, 0.5849674344062805, -0.1585969775915146, -0.016308266669511795, -0.5709628462791443, 0.02290765568614006, -0.1459180861711502, -0.5085827112197876, -0.2659699022769928, 0.6454830169677734]"
1325,"[0.34405311942100525, -0.05222268030047417, -0.47952941060066223, -0.23174992203712463, -0.1294785887002945, 0.07068376243114471, -0.00536130927503109, -0.8386977910995483, -0.3677859604358673, -0.22986337542533875]"
1335,"[1.0498690605163574, 0.06866873055696487, 0.527489960193634, -0.5714775919914246, 0.050095729529857635, -0.8822522759437561, -0.6135275959968567, -0.757295548915863, -0.6043153405189514, -0.015516594983637333]"
1345,"[0.8486090898513794, 0.8102766871452332, -0.2550431489944458, -0.7677285671234131, -0.3503180146217346, 0.02780487760901451, -0.043570417910814285, -0.24524684250354767, -0.4819983243942261, -0.6504422426223755]"
1355,"[-0.05639507994055748, 0.6709312200546265, -0.19768026471138, 0.6007834076881409, -0.8416820168495178, 0.17780138552188873, 0.9454280138015747, -0.9984176158905029, 0.9101598262786865, -1.1209536790847778]"
1365,"[0.6179738640785217, 1.1757944822311401, 0.08972550928592682, -0.4394163489341736, -0.6558769345283508, 0.27883729338645935, -0.40426769852638245, -0.3801316022872925, 1.0607985258102417, -0.4382384717464447]"
1375,"[0.2632719576358795, 0.4564598798751831, -0.6256614327430725, 0.3149512708187103, -0.29250437021255493, -0.15400759875774384, -0.4974342882633209, -0.4895595908164978, -0.37781524658203125, -0.5560553073883057]"
1385,"[-0.20582780241966248, 0.5109274387359619, 0.2583969533443451, -0.2764132618904114, -0.667597770690918, -0.5576775670051575, -0.08098791539669037, -0.4096611440181732, -1.0767602920532227, 0.16969865560531616]"
1395,"[0.8016133904457092, 0.8562340140342712, -0.299562007188797, -0.33268189430236816, -0.38841840624809265, 0.18536978960037231, -0.2397579401731491, -0.5117177367210388, -0.14316530525684357, 0.1820836216211319]"
1405,"[0.24627481400966644, 1.1158958673477173, 0.5863515734672546, -0.5753508806228638, -0.11035609990358353, -0.3922989070415497, 0.7816555500030518, -0.3967644274234772, -0.25231611728668213, -0.5733661651611328]"
1415,"[0.953734815120697, 1.1556450128555298, -0.4140526056289673, 0.17453351616859436, -0.5866622924804688, 1.2194421291351318, 0.3663576543331146, -0.987187385559082, 0.3185921609401703, 0.5807857513427734]"
1425,"[0.2921309173107147, 0.8590240478515625, 0.2640644311904907, 0.6897279620170593, -0.044114381074905396, -0.46778562664985657, 0.12474831193685532, -0.8724871873855591, -0.13258033990859985, -0.14792892336845398]"
1445,"[-0.1510402113199234, 0.3299492597579956, 0.5769355893135071, 0.3119014799594879, -0.38293492794036865, -0.11078386753797531, 0.17611610889434814, -1.3751579523086548, -0.07459785789251328, 0.2637353241443634]"
1455,"[0.6515558958053589, 0.8912078738212585, -0.6447685956954956, -0.19519370794296265, 0.8410143256187439, 1.0790774822235107, -1.09669828414917, -1.2814253568649292, 1.0857021808624268, -0.530219316482544]"
1465,"[0.37681493163108826, 0.8653934001922607, 0.0987197682261467, -0.5690615177154541, -0.1609414517879486, -0.004953313618898392, -0.43299394845962524, -1.1657636165618896, -0.5397555232048035, 1.02963125705719]"
1475,"[0.8547515273094177, 0.5310922861099243, 0.05576692894101143, 0.3954238295555115, -1.3723748922348022, -0.6793175339698792, 0.25613781809806824, -0.49306970834732056, 0.7193650007247925, 0.4534602165222168]"
1485,"[-0.488349050283432, 0.8079572319984436, 0.157303124666214, -0.0968429446220398, -0.5874320268630981, -0.6269493699073792, -0.1623508483171463, -0.2569350600242615, -0.3079695999622345, -0.1584031730890274]"
1495,"[-0.019532643258571625, 0.032190341502428055, 0.11891483515501022, -0.27372226119041443, -0.428467720746994, 0.05244559049606323, -0.05357327312231064, -0.5366450548171997, -0.1720588207244873, -0.5142132043838501]"
1515,"[0.3110765218734741, 0.1110987663269043, -0.2666804790496826, 0.20291507244110107, -0.612126350402832, -0.8198612332344055, -0.029162298887968063, -0.7557358741760254, -0.43332499265670776, 0.34699735045433044]"
1525,"[0.6726014614105225, 0.4165741205215454, -0.006098256446421146, -0.4434177279472351, -0.8007872104644775, -1.0598405599594116, 0.16965658962726593, -0.29073455929756165, 0.27851158380508423, 0.10616473108530045]"
1535,"[0.3140804171562195, 0.9730011820793152, -0.12059091776609421, -0.1602671593427658, -0.4544726014137268, -0.8265834450721741, -0.6760673522949219, -0.2283124476671219, 1.2020976543426514, 0.04667510837316513]"
1545,"[0.920046329498291, 0.8668972849845886, -0.39111730456352234, 0.4612576365470886, -1.1909780502319336, -0.10390076041221619, -0.4714219570159912, -0.16041675209999084, 0.44974803924560547, 0.4494372606277466]"
1555,"[0.17999157309532166, 0.8927667737007141, -0.007363053038716316, 0.23403507471084595, -0.17634081840515137, -0.3747607469558716, -0.36505258083343506, -0.6225394010543823, 0.07535281032323837, -0.06605253368616104]"
1565,"[0.7797413468360901, 0.6599342226982117, -0.010780072771012783, -0.6192187070846558, 1.3952298164367676, -0.4317884147167206, -1.1439961194992065, -1.2957732677459717, -1.5377073287963867, 0.17798203229904175]"
1575,"[0.5071393251419067, 1.8678030967712402, -0.049316778779029846, 1.6665089130401611, 0.32145845890045166, -1.1454296112060547, 0.6494038701057434, 0.6607484221458435, 0.6998652219772339, 0.17039866745471954]"
1585,"[1.7573299407958984, 0.33856093883514404, 0.7430410385131836, -0.815757155418396, -0.42448803782463074, -1.4317575693130493, -0.5242024660110474, -1.4077067375183105, -0.45807531476020813, 0.8493852615356445]"
1595,"[0.2599898874759674, -0.04021080210804939, -0.0586809404194355, -0.48606592416763306, -0.6269077658653259, 0.12132740765810013, -0.43961891531944275, -0.6906779408454895, -0.33337152004241943, 0.06715583801269531]"
1605,"[0.5348369479179382, 0.3329562544822693, -0.6608100533485413, -0.2409154325723648, -0.1339893937110901, -0.8581809997558594, -0.4826045334339142, -0.5074246525764465, -0.07691404968500137, 0.2371780127286911]"
1615,"[0.29731810092926025, 0.6845245361328125, -0.3457259237766266, 0.05228671804070473, -0.8212072849273682, -0.8011391162872314, -0.00023663509637117386, -0.0008413298637606204, -0.5579553246498108, 0.3102087378501892]"
1625,"[0.08258037269115448, 0.948418140411377, -0.642142117023468, -0.002953243674710393, -0.538245439529419, -0.38526254892349243, -0.08610013127326965, -0.3094328045845032, -0.07255798578262329, 0.17265522480010986]"
1635,"[0.9328965544700623, 1.3496307134628296, -0.1603609025478363, -0.6915806531906128, -0.16411104798316956, -0.15923699736595154, -0.20444251596927643, 0.04648477956652641, 0.30538490414619446, 0.24072198569774628]"
1645,"[0.014939245767891407, 0.7667932510375977, -0.27762672305107117, -0.2474186271429062, -0.5740067362785339, -0.5779682397842407, 0.3830445408821106, -0.5631179809570312, -0.089271679520607, 0.07836861908435822]"
1655,"[0.843524158000946, 0.19929073750972748, -0.3437819182872772, 0.5980091691017151, -0.3689194619655609, -0.6185386776924133, 0.3430171608924866, -1.0271905660629272, 0.13157479465007782, -0.4358724057674408]"
1665,"[0.2846103608608246, 0.4467300772666931, 0.504551887512207, 0.3234037160873413, -0.8538287878036499, -0.2234572023153305, 0.6438842415809631, -0.9660297632217407, 0.07960937917232513, -0.3068199157714844]"
1675,"[0.4842674136161804, 0.5826042294502258, 0.7365441918373108, -0.04869610071182251, -1.7062740325927734, -0.6204226016998291, 0.2732480764389038, -0.6897770166397095, 1.2524358034133911, 0.06866806745529175]"
1685,"[-0.5175799131393433, 1.701345682144165, -1.4002041816711426, -1.6411247253417969, -0.21318188309669495, 0.1283644586801529, 1.7603007555007935, 0.4500858783721924, -0.9549209475517273, 0.3261865973472595]"
1695,"[0.6895142197608948, 0.40591058135032654, -0.5479140877723694, -0.18105299770832062, -1.1685951948165894, -0.5093921422958374, -0.6506491303443909, -0.4479092061519623, 0.5773863196372986, 0.1801987737417221]"
1715,"[0.7389309406280518, 1.092290997505188, 0.0759514793753624, -1.2411857843399048, -1.429663896560669, 0.7260671854019165, 1.8644294738769531, -0.07162941992282867, 1.1242645978927612, -0.9830235242843628]"
1725,"[0.6413112282752991, 0.16768382489681244, 0.37777847051620483, -0.38952770829200745, -1.7572062015533447, 0.19149254262447357, -0.9604507684707642, -0.661116361618042, -0.3563935160636902, 0.6095845699310303]"
1735,"[0.7119379639625549, 0.6689525246620178, -0.5432630181312561, -0.48123666644096375, -0.432433545589447, -0.3693327009677887, -0.2754468619823456, -0.569057822227478, 0.42136886715888977, 0.21936528384685516]"
1755,"[-0.5641061067581177, 0.6756960153579712, -0.5998969674110413, 0.7411497235298157, -0.5790748000144958, 0.808974027633667, -0.34062284231185913, -1.2368212938308716, -0.05693495646119118, 0.19564108550548553]"
1785,"[0.5236195921897888, 0.8093183040618896, -0.33140790462493896, 0.08849544823169708, -0.33980756998062134, 0.32433557510375977, 0.16210949420928955, -0.6122170686721802, -0.5257508158683777, -0.20976844429969788]"
1795,"[0.562461793422699, 1.2334531545639038, -0.24607829749584198, -0.04134415462613106, -0.33823683857917786, 0.6355574727058411, 0.34342774748802185, -0.8235252499580383, 0.19505290687084198, -0.01691116765141487]"
1805,"[0.29014140367507935, 0.7025384902954102, 0.09140644967556, -0.327604740858078, -0.6178238987922668, -0.4550037682056427, 0.026675719767808914, -0.5258934497833252, -0.7230312824249268, 0.1647825837135315]"
1815,"[-0.08044642210006714, 0.3663235604763031, -0.125257670879364, -0.09494200348854065, -0.12669268250465393, -0.08470044285058975, -0.045024190098047256, -0.26279130578041077, 0.087994284927845, -0.10464111715555191]"
1825,"[1.0200722217559814, 0.376792311668396, 0.3838604688644409, -0.5127432346343994, -1.7667919397354126, -0.9279059171676636, 0.6062467694282532, 0.18542248010635376, 0.6725262403488159, -0.5242448449134827]"
1835,"[-0.017298858612775803, 0.487093448638916, -0.42887553572654724, -0.3703947365283966, -0.8225519061088562, -0.4084431827068329, 0.008319453336298466, -0.8416779041290283, 0.34855008125305176, 0.4140109121799469]"
1845,"[0.4044274687767029, 1.1257951259613037, -0.3549511432647705, 0.2705611288547516, 0.25519293546676636, 0.3196466863155365, -0.24303105473518372, -1.0121163129806519, -0.48207560181617737, 0.3959628939628601]"
1855,"[-0.055762432515621185, 0.48736679553985596, 0.0839708149433136, -0.619400680065155, -0.06599589437246323, -0.4592220187187195, -0.07905737310647964, -1.0828509330749512, 0.10053383558988571, 0.2610088288784027]"
1865,"[0.7323638200759888, 1.144920825958252, 0.9192080497741699, -0.2187856286764145, -0.9382558465003967, -0.42453742027282715, -0.016765138134360313, 0.059459127485752106, 0.5849226713180542, 0.012380884028971195]"
1875,"[1.1865572929382324, 1.0835798978805542, 0.43807879090309143, -0.2880260646343231, -0.07128521054983139, -0.2029828280210495, -0.3316400945186615, -0.5898016095161438, 0.2775917053222656, 0.19998708367347717]"
1885,"[0.6259491443634033, 1.2956866025924683, 0.27208173274993896, -0.5328530669212341, -0.16528116166591644, 0.1388910561800003, -0.2655649483203888, -0.43616318702697754, 0.1231532096862793, 0.24213001132011414]"
1895,"[-0.10115478187799454, 0.7509693503379822, 0.006792556028813124, 0.10227169096469879, -0.37243524193763733, -0.8709536790847778, -0.08001361042261124, -0.5402722358703613, 0.6721888780593872, -0.2986641228199005]"
1905,"[0.2136007845401764, 0.7864528894424438, -0.044182904064655304, 0.09823441505432129, -0.06769116967916489, -0.11416983604431152, 0.0604495108127594, -0.11709465086460114, 0.21158479154109955, 0.30526724457740784]"
1915,"[-0.018142731860280037, 0.6404258608818054, -0.19344694912433624, 0.11275496333837509, -0.4308784604072571, -0.35723358392715454, -0.18320220708847046, -0.49881526827812195, -0.2520487606525421, -0.36391159892082214]"
1925,"[0.8667310476303101, 0.6455064415931702, -0.1580258458852768, 0.659110426902771, -1.188585877418518, 0.11123883724212646, -0.6493275761604309, -0.31289663910865784, 0.1789460927248001, -0.30514249205589294]"
1935,"[0.2888488173484802, 0.8973568081855774, -0.12717348337173462, 0.08497169613838196, -1.1153465509414673, 0.15830324590206146, -0.5559543967247009, -0.02107401378452778, 0.19624294340610504, -0.34630367159843445]"
1945,"[0.5593306422233582, 1.1188756227493286, -0.38055619597435, 0.05183136835694313, -0.8348806500434875, 0.20824746787548065, -0.3778449594974518, 0.21326790750026703, -0.11878634244203568, -0.27175411581993103]"
1955,"[0.3657703101634979, 0.9537054300308228, -0.36698994040489197, -0.6827582716941833, -0.15428557991981506, -0.06380260735750198, -1.1895495653152466, -0.03560837730765343, -0.1089419275522232, -0.15986013412475586]"
1965,"[1.0479986667633057, 1.172513484954834, 0.19804459810256958, 0.1935555636882782, -0.1824721246957779, -0.2566101849079132, 0.23838919401168823, -0.257172554731369, -0.3354695439338684, 0.005632387008517981]"
1975,"[0.34215837717056274, 0.14305424690246582, -0.7603888511657715, -0.961783766746521, -0.3512031137943268, -0.44884955883026123, 0.3029518723487854, -0.34327220916748047, 0.21745933592319489, -1.1286728382110596]"
1985,"[0.5173847675323486, 0.18517643213272095, -0.3403915762901306, -0.830474317073822, 0.11667641997337341, -0.787382185459137, 0.22967153787612915, -0.5660582184791565, -0.25196313858032227, -0.8890009522438049]"
1995,"[0.20334739983081818, 0.241031676530838, -0.43892428278923035, -0.2837376594543457, 0.2556697428226471, -0.6604921817779541, -0.003403135808184743, -0.7353192567825317, -0.3446651101112366, -0.6440830230712891]"
2005,"[-0.02148948609828949, 0.7711915969848633, -0.546831488609314, -0.11379990726709366, 0.3065638840198517, -0.42695873975753784, -0.5564516186714172, -0.7504640221595764, 0.4581858515739441, -0.8870879411697388]"
2015,"[0.39036527276039124, 0.476070761680603, 0.09922041743993759, 0.14167658984661102, -0.8419816493988037, -0.1287054866552353, -0.450238972902298, -0.4415544867515564, -0.325166255235672, -0.6845502257347107]"
2025,"[0.91133052110672, 1.0542991161346436, -0.11390091478824615, -0.7098160982131958, 0.1465974599123001, -0.6084560751914978, -0.28154757618904114, -0.31963181495666504, -0.1460413932800293, 0.34296733140945435]"
2035,"[0.1430061012506485, 0.44587746262550354, 0.37930765748023987, -0.07695873081684113, -0.6867055296897888, 0.06203744187951088, -0.18065252900123596, -1.0319474935531616, 0.15970243513584137, -0.70942622423172]"
2045,"[-0.20490029454231262, 0.515216052532196, -0.12776198983192444, 0.0828482136130333, -0.5015474557876587, -0.2855382263660431, -0.15997907519340515, -0.7566972970962524, -0.6727256774902344, -0.18735457956790924]"
2055,"[0.20681627094745636, 0.4011865258216858, 0.6068099737167358, -0.1082163155078888, -1.1693956851959229, -0.009907829575240612, -0.3282705247402191, -0.3087644577026367, 0.23954898118972778, -1.1929736137390137]"
2065,"[0.32680168747901917, 1.251676082611084, -0.044037122279405594, 0.05965517461299896, 0.1067834123969078, -0.4075898230075836, -0.6369484663009644, 0.009817264974117279, 0.1926010102033615, -0.20725901424884796]"
2075,"[0.5661731362342834, 1.184374451637268, -0.16670148074626923, -0.07919187843799591, -0.6526449918746948, 0.06158345192670822, -0.19273629784584045, -0.18730582296848297, 0.9399638772010803, -0.3482893705368042]"
2085,"[0.09271268546581268, 0.6804013848304749, 0.2219894379377365, -0.04518156498670578, -0.7099453806877136, 0.44483667612075806, -0.5253363251686096, -0.6578513383865356, -0.5103836059570312, -0.5421695113182068]"
2095,"[0.07067567855119705, 0.30402034521102905, 0.27975428104400635, -0.39372357726097107, -0.7819211483001709, -0.11112623661756516, -0.4336061477661133, -0.546206533908844, -0.10665033012628555, -0.9624602794647217]"
2105,"[0.38288170099258423, 0.8019924759864807, -0.5382775068283081, 0.5124515295028687, 0.4109857976436615, -0.1550779789686203, -0.28772950172424316, -0.7482193112373352, -0.179033562541008, -0.45514780282974243]"
2115,"[0.056147944182157516, 0.6489728689193726, -0.56926029920578, 0.14290834963321686, -0.46891820430755615, -0.4292500913143158, -0.09481009840965271, -0.47178635001182556, -0.2679376006126404, -0.38250115513801575]"
2125,"[-0.13383083045482635, 0.5886051058769226, -0.043383847922086716, 0.14930573105812073, -0.6207650899887085, -0.28592753410339355, -0.8571039438247681, -0.7341899871826172, 0.2695442736148834, -0.11883632838726044]"
2135,"[0.15008802711963654, 0.46200722455978394, -0.2117040604352951, 0.07518389075994492, -0.551767110824585, 0.5155797600746155, -0.32233086228370667, -0.9815120697021484, -0.09406916052103043, -0.4933874309062958]"
2145,"[0.3044758439064026, 0.7114413380622864, -0.10013793408870697, -0.3141915202140808, -0.4709242582321167, -0.1844986528158188, -0.47818273305892944, -0.6123809218406677, 0.5079325437545776, -0.5805047750473022]"
2155,"[0.8843611478805542, 1.1475976705551147, 0.0723751038312912, -0.349627286195755, 0.050738945603370667, -0.10585623979568481, -0.3062562942504883, -0.5540661811828613, 0.2674349844455719, 0.2422453910112381]"
2165,"[0.7407695651054382, 1.3112176656723022, 0.49584823846817017, -1.311048984527588, -0.700086772441864, -0.26209887862205505, 0.3734346330165863, 0.20096828043460846, 0.7265617251396179, 0.18097540736198425]"
2175,"[-1.501535177230835, 1.4639129638671875, 0.07714066654443741, -0.2760268449783325, -1.311591386795044, -0.3664461672306061, 0.10975157469511032, 0.3849066495895386, 0.11638230085372925, 0.3566557466983795]"
2185,"[-0.22462581098079681, 0.5329015254974365, -1.3291341066360474, 0.7508652210235596, -0.5472469329833984, -0.5887978672981262, -0.43770483136177063, 0.49095240235328674, -0.41996219754219055, -0.849324107170105]"
2195,"[0.266832560300827, 0.894520103931427, 0.10030660033226013, -0.055735837668180466, -0.16600750386714935, -1.519566297531128, 0.45102620124816895, -0.11308375000953674, 0.12533250451087952, 0.3536263704299927]"
2205,"[0.6429886817932129, 0.6824833154678345, -0.4192007780075073, 1.3408360481262207, -0.4842367470264435, -0.08340772986412048, -0.5087350010871887, -0.587313711643219, 0.3796626627445221, -0.3457353115081787]"
2215,"[0.9019182920455933, 0.5860704183578491, 0.5945025086402893, 0.7502411603927612, 0.1566275954246521, -1.2363059520721436, -1.696548342704773, -0.05967830866575241, 0.9530600309371948, -0.8013430237770081]"
2235,"[-0.2011144906282425, 0.35565710067749023, -0.09209833294153214, 0.04529367387294769, -0.19565406441688538, -0.13946786522865295, -0.06488315761089325, -0.2222336083650589, -0.16418039798736572, -0.019409574568271637]"
2245,"[0.41175246238708496, 0.6274201273918152, -0.06194322556257248, -0.4735437035560608, -0.28008362650871277, -0.5530641674995422, -0.8960910439491272, -0.40139973163604736, -0.37839818000793457, -0.0791822001338005]"
2255,"[0.9689425826072693, 0.2558465898036957, -0.06879714131355286, 0.3352679908275604, -0.7566277384757996, -0.9933266639709473, 0.08081306517124176, -0.2468169629573822, -0.042063090950250626, -0.5622956156730652]"
2265,"[-0.06675874441862106, 0.5891335010528564, 0.735668420791626, -0.6074410080909729, 0.26324594020843506, -0.07356487959623337, 0.07340620458126068, -1.3332980871200562, 0.7552182674407959, -0.8648805618286133]"
2275,"[0.7116773724555969, 0.6931532025337219, -0.30154114961624146, 1.783616065979004, 0.01445187721401453, 0.027862204238772392, 0.2710857391357422, -1.286970853805542, 1.2295795679092407, -0.694742739200592]"
2285,"[1.0994606018066406, 1.1168441772460938, -0.2709808945655823, 0.3119087219238281, -0.7598229646682739, -0.4199521243572235, -0.43705880641937256, 0.3024231493473053, 0.6762966513633728, -0.08025522530078888]"
2295,"[0.3575340509414673, 1.4777940511703491, -0.256661593914032, 0.11786184459924698, -0.08550384640693665, 0.0010070041753351688, 0.18228909373283386, -0.256352961063385, 1.0397275686264038, -0.6754403114318848]"
2305,"[0.9093660116195679, 1.6797914505004883, 0.6477776765823364, -0.5647016167640686, 0.5742443799972534, -1.958130121231079, -0.2005791813135147, -0.44020289182662964, 1.8935503959655762, 0.37880489230155945]"
2315,"[0.5113912224769592, 0.4960997402667999, 0.9366552233695984, -0.7490882277488708, -0.3043942451477051, 0.01766860857605934, 0.5665186047554016, -0.9939238429069519, -0.6546878814697266, -0.3196773827075958]"
2325,"[0.5423585772514343, 0.9119898080825806, -0.10831983387470245, 0.2744455337524414, 0.2440003603696823, -0.7307291626930237, 0.38819441199302673, -0.5002556443214417, 0.7923793196678162, -1.097432255744934]"
2335,"[-0.5999149680137634, 0.6575259566307068, 0.044854938983917236, -0.1815730780363083, -0.6269326210021973, -0.6585749387741089, 0.76512211561203, -0.6755530834197998, 0.45438432693481445, -0.39183881878852844]"
2345,"[0.6223987340927124, 1.1426254510879517, 0.14752760529518127, 0.014979543164372444, -0.21390527486801147, -0.5018226504325867, -0.6742631793022156, -0.03805387765169144, 0.38648077845573425, 0.25313493609428406]"
2355,"[-0.17945140600204468, 1.0342401266098022, 0.13674768805503845, 0.04195107892155647, -0.25582897663116455, 0.1068338006734848, -0.5316122174263, -0.5662012696266174, -0.24229614436626434, -0.4445554316043854]"
2365,"[0.9167293310165405, 0.4120052754878998, -0.3931117653846741, 0.6999213099479675, 0.006199771538376808, -0.1655990183353424, 0.2735658288002014, -0.8930675983428955, 0.02573670819401741, -0.8972504734992981]"
2375,"[0.13281896710395813, 0.4281136095523834, -0.1916692852973938, -0.1652895212173462, -0.3888852894306183, -0.32943716645240784, -0.061853859573602676, -0.9408217072486877, 0.0854472741484642, -0.3391275107860565]"
2385,"[0.8448769450187683, 0.4573432207107544, 0.2988964319229126, -0.06514082849025726, -0.3253871202468872, -0.2906801998615265, -0.3382858633995056, -1.0747648477554321, -0.19138158857822418, 0.6283724904060364]"
2395,"[0.5859813094139099, 1.672443151473999, 0.28367480635643005, 0.027374323457479477, 0.04937154799699783, -0.23098483681678772, 0.08305690437555313, 0.11507730185985565, 0.31980305910110474, 0.0484599694609642]"
2405,"[0.20573966205120087, 0.34421947598457336, -0.2836422920227051, 0.010056888684630394, -0.5166901350021362, -0.5004286766052246, -0.5871680378913879, -0.7155433297157288, -0.09434902667999268, -0.1576937735080719]"
2415,"[1.2245428562164307, 0.6139993667602539, 0.14213749766349792, -0.8354799151420593, -0.2039160132408142, 0.13208754360675812, -0.11443214863538742, -1.53154456615448, 0.05544309318065643, 0.7535821795463562]"
2425,"[0.7320931553840637, 0.8102865815162659, -0.8500101566314697, -0.2863999903202057, -0.7263303399085999, 0.7983490824699402, 0.21433287858963013, -0.6611682176589966, -0.08632978051900864, 0.14214767515659332]"
2435,"[0.40914008021354675, 0.8989334106445312, -0.3017307221889496, -0.6774730086326599, -0.865215003490448, -0.1766161024570465, 0.5876954793930054, -0.13510432839393616, 0.4713790714740753, 0.3304821252822876]"
2445,"[0.10555191338062286, 0.2383137047290802, -0.26353350281715393, -0.14039477705955505, -0.9757823348045349, 0.10831835865974426, -0.029698513448238373, -1.0798183679580688, -0.23279733955860138, 0.6452939510345459]"
2455,"[0.5497420430183411, 0.8263570070266724, -0.16833120584487915, -0.45790883898735046, -0.022140545770525932, -0.32670360803604126, -0.017033424228429794, -0.20291785895824432, -0.9291132688522339, -0.5197526812553406]"
2465,"[0.978536069393158, -0.07958512753248215, -0.5392560362815857, -0.657275378704071, -0.4470229744911194, -0.7730945348739624, 0.15081027150154114, -0.6608609557151794, 0.2766643166542053, -0.8925626277923584]"
2475,"[1.0806779861450195, 0.5483379364013672, -0.1968594640493393, 0.16533216834068298, -0.6721560955047607, -0.3118255138397217, -0.14858239889144897, -0.21194753050804138, -0.6393499374389648, 0.12473677098751068]"
2485,"[-0.11452530324459076, 0.5780378580093384, 0.15878833830356598, -0.2333666831254959, -0.7161600589752197, -0.6572316288948059, -0.37513458728790283, -0.45077741146087646, 0.08064115047454834, 0.14372001588344574]"
2495,"[1.3829416036605835, 0.7151983976364136, -0.878316342830658, 0.1272648423910141, 0.2510411739349365, 0.46702873706817627, -0.5986681580543518, -0.8814455270767212, -0.41096287965774536, -0.12740382552146912]"
2505,"[0.26301002502441406, 0.5214614272117615, -0.1669238954782486, -0.38817688822746277, -1.0143730640411377, 0.15667223930358887, 0.9871423840522766, -1.0570627450942993, 0.2129756510257721, 0.17972981929779053]"
2515,"[0.6981831192970276, -0.0996142327785492, -0.27735260128974915, -0.4335552453994751, -0.579255998134613, -0.7153179049491882, 0.3614391088485718, -0.5943532586097717, 0.0944921150803566, -0.32680097222328186]"
2525,"[0.9536789059638977, 0.4408780634403229, 0.14750617742538452, -0.14193639159202576, -0.028998278081417084, -1.0637379884719849, -0.20939774811267853, 0.012438531033694744, -0.16661804914474487, -0.7848207354545593]"
2535,"[0.9238568544387817, 0.09245338290929794, -0.7452923059463501, -0.36305132508277893, -0.5740998387336731, -0.7429231405258179, -0.21682961285114288, -0.14720983803272247, -0.29203376173973083, -0.639933168888092]"
2545,"[1.030680775642395, -0.11298350989818573, 0.21638232469558716, -2.181422472000122, -2.4694128036499023, -2.0051000118255615, 1.413353443145752, -0.8931922316551208, -0.8322953581809998, 1.3902336359024048]"
2555,"[0.18905924260616302, 0.06864060461521149, 0.23683762550354004, -0.21923620998859406, -0.5573101043701172, -0.21962371468544006, -0.07074122875928879, -0.9535638689994812, 0.03077847696840763, 0.25877052545547485]"
2565,"[0.07276978343725204, 0.7030845284461975, -0.20335277915000916, -0.24207322299480438, -0.6685705780982971, 0.21327055990695953, -0.886978030204773, -0.43619510531425476, -0.12654748558998108, -0.5345364212989807]"
