id,features
3323,"[0.012734967283904552, 0.08646291494369507, 0.03289211168885231, -0.5587849020957947, 0.007380543742328882, -0.33226025104522705, -0.3662702739238739, 0.23808497190475464, -0.07888583093881607, -0.29706040024757385]"
3333,"[0.16653402149677277, 0.8716444373130798, -1.4251880645751953, -1.8180279731750488, 0.838209331035614, 0.2570768892765045, -0.18252402544021606, 1.4371706247329712, -0.582673192024231, 0.10673177987337112]"
3343,"[0.7615063190460205, 1.4266399145126343, -0.6997337937355042, -0.49425455927848816, 0.03361281380057335, -0.9184248447418213, -0.46890151500701904, -0.33418795466423035, -0.32866406440734863, 0.037405893206596375]"
3353,"[0.25942251086235046, 0.4977305829524994, 0.10400435328483582, -0.7608071565628052, -0.08975062519311905, -0.07817709445953369, -0.03521222248673439, -0.07503163814544678, -1.04569673538208, 0.037468742579221725]"
3363,"[0.4390566647052765, 0.3523482084274292, 0.22461102902889252, -0.5097707509994507, -0.2516036033630371, -0.2577104866504669, 0.40977388620376587, -0.08254192024469376, -1.1032590866088867, 0.49844059348106384]"
3373,"[-0.8737789392471313, 0.688251793384552, -0.07157623022794724, -0.5813778638839722, 0.24542415142059326, -0.5869237780570984, 0.24073180556297302, -0.318040668964386, -0.3247006833553314, 0.24428606033325195]"
3393,"[-0.48608115315437317, 0.3022402226924896, -0.3445873558521271, -0.8888583779335022, 0.2400350272655487, -0.03914617747068405, 0.07001907378435135, -0.13390839099884033, -0.3945489227771759, -0.4384341239929199]"
3403,"[0.11668308824300766, 0.24403752386569977, -0.3128260672092438, -0.5824504494667053, 0.46043431758880615, -0.38996922969818115, -0.9971262812614441, -0.08267360925674438, -0.8824113011360168, 0.12214598059654236]"
3413,"[0.3374754786491394, 0.3725881278514862, 0.22890876233577728, -1.2361559867858887, -0.3258654475212097, 0.004778292030096054, -0.8216299414634705, -1.0435011386871338, -0.34768912196159363, 0.570676326751709]"
3423,"[0.08650662750005722, 1.8038513660430908, -0.5626051425933838, -0.6537227630615234, -0.12036493420600891, 0.10259266197681427, 0.28525257110595703, 0.3876361548900604, -0.3837660551071167, -0.3277503550052643]"
3433,"[-0.7856231927871704, 1.1958342790603638, -0.36106666922569275, -0.1310909390449524, 0.3423490524291992, -0.23720934987068176, -0.2364482283592224, -0.6405948400497437, -0.30075523257255554, 0.8023748397827148]"
3443,"[0.25193122029304504, -0.14034803211688995, -0.4265540838241577, -0.7971161603927612, 0.3995993733406067, 0.1910470575094223, -0.3245570659637451, -0.8847895860671997, -0.907057523727417, 0.8599987030029297]"
3453,"[-0.3533555269241333, 1.0955348014831543, 0.019267873838543892, -0.47872456908226013, -0.05221869796514511, 0.5407485365867615, -0.44892287254333496, -1.08951735496521, -0.7096148133277893, 0.08074456453323364]"
3463,"[0.19438382983207703, 1.2470709085464478, -1.0821818113327026, -1.0102276802062988, -0.4747619926929474, -1.126395583152771, -0.8411626219749451, -0.09702027589082718, 0.36535653471946716, 0.32754695415496826]"
3473,"[0.4668710231781006, 0.15661559998989105, 0.023959551006555557, -0.37215331196784973, 0.889750063419342, 0.3639780580997467, -0.465349018573761, 1.0237802267074585, -1.5941882133483887, -1.1082069873809814]"
3483,"[-0.3066338002681732, 0.9457588195800781, -0.16463975608348846, -0.3863060474395752, -0.552276074886322, -0.0652945414185524, 0.23677825927734375, -0.5831217765808105, -0.8256740570068359, 0.16916866600513458]"
3493,"[-0.08051294833421707, 0.011559159494936466, 0.06145600229501724, -0.20517756044864655, -0.08169249445199966, -0.05012066289782524, 0.030253490433096886, -0.006320185028016567, -0.1491509974002838, 0.027499306946992874]"
3503,"[-0.7581982612609863, 1.0463823080062866, -0.2691676616668701, 0.022731870412826538, -0.24205425381660461, 0.21232503652572632, 0.25576886534690857, 0.4751598536968231, -1.1932321786880493, 0.2597106099128723]"
3513,"[-0.009552078321576118, 0.24656149744987488, -0.22067736089229584, -0.8645929098129272, -0.05259092152118683, 0.024777930229902267, -0.5355921983718872, -0.40510666370391846, -0.8755726218223572, 0.41401800513267517]"
3523,"[-1.432490348815918, 0.4815079867839813, -1.407353401184082, 0.3474092483520508, 1.0732266902923584, -0.6506234407424927, -0.2988964021205902, -0.7935706377029419, -2.1461896896362305, -0.12999117374420166]"
3533,"[0.8103969693183899, 2.099255084991455, 0.779975175857544, -0.627932608127594, -1.5538932085037231, 0.3101458251476288, 0.06730582565069199, 0.7539796829223633, 0.32677537202835083, 0.2623528242111206]"
3543,"[0.5559579133987427, 0.5048866868019104, -0.06134121119976044, -0.5845508575439453, -0.3017630875110626, -0.0592162199318409, 0.2684475779533386, 0.375412255525589, -0.9429637789726257, 0.5873247385025024]"
3553,"[0.0062307026237249374, 0.651709794998169, -0.09508290886878967, -0.9622316956520081, 0.46929314732551575, 0.8493980765342712, -0.10806749016046524, -0.283911794424057, -0.6148099899291992, 0.08569257706403732]"
3563,"[-0.8078697323799133, 1.4272736310958862, 0.5047858953475952, 1.034816861152649, 1.0603137016296387, -0.7195204496383667, -0.0027888675685971975, -0.22890019416809082, -1.3812352418899536, -0.45813804864883423]"
3573,"[-0.07604621350765228, 0.5461613535881042, -0.394800066947937, -0.38532114028930664, 0.5143040418624878, -0.027062563225626945, 0.7117884159088135, -0.12930019199848175, -0.47546523809432983, -0.0548161119222641]"
3593,"[-0.21811755001544952, 0.3727937340736389, 0.5371645092964172, -0.4738104045391083, 0.09498883038759232, 0.2869168221950531, -0.2318931370973587, -0.49447083473205566, -0.1392642855644226, 0.17329555749893188]"
3603,"[0.587597131729126, -0.021614884957671165, 0.5793545246124268, -1.3343513011932373, -0.2887548804283142, 0.274571031332016, -0.4295421242713928, -0.484454870223999, -0.04687695577740669, 0.040898170322179794]"
3613,"[0.6490806341171265, 0.5161876082420349, 0.6624972820281982, -0.9083650708198547, -0.08959465473890305, -0.07249854505062103, -0.5626769661903381, 0.693321704864502, -0.5730175971984863, 0.335934042930603]"
3623,"[-0.14347580075263977, 0.20880533754825592, 0.28502944111824036, -0.9623337984085083, 0.15279553830623627, -0.1767706722021103, 0.17114713788032532, -0.3730780780315399, -0.48130884766578674, 0.26304903626441956]"
3633,"[-0.08323010802268982, 0.41156020760536194, -0.08514948934316635, -0.490267276763916, 0.4966140389442444, -0.4877094328403473, -0.5262775421142578, 0.3032636046409607, -1.1072415113449097, 0.1933344453573227]"
3643,"[-0.07211482524871826, 0.5408815145492554, 0.011679232120513916, -0.05941168591380119, -0.12682263553142548, -0.5961657762527466, -0.21022185683250427, -0.19262999296188354, -1.1017752885818481, 0.5657716989517212]"
3653,"[0.06119086593389511, 0.32359012961387634, 0.46693167090415955, -0.09299762547016144, -0.02713775262236595, -0.4443637728691101, -0.03320680558681488, 0.5546189546585083, -1.272270679473877, 0.28334754705429077]"
3663,"[-0.1596948206424713, 0.9208229184150696, 0.5364151000976562, -0.5944643020629883, 0.5494229197502136, 0.4223001003265381, 0.4076456129550934, -0.0877823680639267, 0.15147164463996887, -0.0035592473577708006]"
3673,"[-0.5119418501853943, 1.7799158096313477, 0.09913582354784012, -0.539752721786499, 0.22555509209632874, 0.15215463936328888, 0.17263785004615784, -0.5512046813964844, -0.09313573688268661, -0.23651932179927826]"
3683,"[0.42219382524490356, 0.6879692077636719, 0.22482992708683014, -0.3845660984516144, -0.03324148431420326, 0.09000303596258163, 0.28794631361961365, 0.6158271431922913, -1.033150553703308, 0.6961076855659485]"
3693,"[-0.676281213760376, 0.8520601391792297, 0.2866973876953125, 0.19228364527225494, 0.65486079454422, -0.12177659571170807, 0.11699987947940826, 0.8078756928443909, -0.7429147362709045, 0.1890493482351303]"
3703,"[0.14604994654655457, 0.6181071400642395, 0.9892862439155579, 0.02185630053281784, 0.1288091093301773, -0.17617148160934448, 0.08257251232862473, 0.12409799546003342, -0.9954347610473633, 0.5834808945655823]"
3713,"[0.6812890768051147, 0.9111958742141724, 0.18463581800460815, -0.45374205708503723, -0.2468380630016327, -0.223982572555542, 0.3350747227668762, -0.3769955039024353, -0.9279055595397949, 0.06125612184405327]"
3723,"[0.33544623851776123, 0.1592804342508316, -0.06315967440605164, -0.8073505163192749, -0.13231758773326874, 0.07675708085298538, -0.052535925060510635, 0.023762313649058342, -1.1019890308380127, 0.26457229256629944]"
3733,"[0.27770406007766724, 0.3626410663127899, -0.259358674287796, -0.4710178077220917, -0.19506968557834625, -0.21277648210525513, 0.2529687285423279, 0.21425560116767883, -1.2975338697433472, 0.12502546608448029]"
3743,"[-0.5056082010269165, 1.1005632877349854, -0.046407315880060196, -0.6205359697341919, -0.09817475825548172, 0.2064039260149002, -0.36251336336135864, -0.7437616586685181, -0.5004602670669556, 0.17631381750106812]"
3753,"[-0.2507089674472809, -0.1893058717250824, 0.3039577007293701, -1.0350233316421509, -0.19403912127017975, 0.0735456645488739, -0.15897805988788605, -0.6662696003913879, -0.893913745880127, 0.32857048511505127]"
3763,"[0.41900092363357544, 0.5626206994056702, 0.1435234546661377, -0.6850278973579407, 0.17912624776363373, -0.5266515612602234, -0.05781702324748039, -0.0712825134396553, -0.7494860887527466, 0.4121188223361969]"
3773,"[-0.6605968475341797, 0.5978133678436279, 0.15327508747577667, -0.14826533198356628, -0.8160895109176636, -0.11209308356046677, 1.0709378719329834, 0.08350574225187302, -0.5699729919433594, 0.30687031149864197]"
3783,"[0.4187004566192627, 0.6173400282859802, -0.10701906681060791, -0.7347750663757324, -0.23676379024982452, 0.1989974081516266, -0.016265051439404488, 0.4826313555240631, -0.9971354007720947, 0.41195210814476013]"
3793,"[-0.06001100689172745, 0.3604544699192047, 0.7033852934837341, -0.8110054135322571, 0.024818120524287224, -0.26662352681159973, -0.12206540256738663, 0.29146578907966614, -0.7414722442626953, 0.040248483419418335]"
3803,"[0.4867693781852722, -0.2951383888721466, 0.5966386198997498, -1.8016417026519775, 0.7281308174133301, 1.654638648033142, 0.12827244400978088, 1.5345820188522339, -0.4752739369869232, 1.0177663564682007]"
3813,"[0.3810516893863678, 0.5535273551940918, -1.0039045810699463, -0.5739315152168274, 0.4916853606700897, -0.769524097442627, 0.3027392327785492, 0.7508369088172913, -1.021499752998352, -0.11211258172988892]"
3823,"[0.3300588130950928, 0.7973693013191223, -0.7427245378494263, -0.2438625991344452, -0.0005698397289961576, 0.054942600429058075, 0.3928981423377991, -0.015186079777777195, -1.1130703687667847, 1.0833193063735962]"
3833,"[-0.20241421461105347, 0.8647450804710388, 0.01847239024937153, -0.1897384524345398, 1.4127403497695923, -0.7701588273048401, -0.441902756690979, 0.010715522803366184, -0.4419254958629608, 0.7299047708511353]"
3843,"[-1.0568972826004028, 1.0909759998321533, -1.209993600845337, -0.7896743416786194, 1.1719399690628052, -1.100132703781128, 0.8074990510940552, 0.26966264843940735, -0.11494400352239609, -0.19049453735351562]"
3853,"[0.8185256123542786, 1.349631905555725, -0.6162971258163452, -1.6918351650238037, -1.2526021003723145, 1.0818755626678467, 1.1464518308639526, -0.5506836175918579, -0.262159526348114, -0.6195142269134521]"
3863,"[0.30325913429260254, 0.685390830039978, -0.2028668373823166, -0.8120725154876709, 0.8516298532485962, 0.12498600035905838, 0.1498282253742218, 0.22070810198783875, -0.6040234565734863, 0.5665242671966553]"
3873,"[0.7204798460006714, 0.8855709433555603, 0.4546436667442322, -0.5105496644973755, -0.10559452325105667, -0.30424779653549194, -0.2770257592201233, -0.21037882566452026, -0.8193070888519287, 0.19691552221775055]"
3883,"[1.4780352115631104, 0.0867314487695694, 0.01782146468758583, -0.9893256425857544, -0.03993334248661995, -0.15345658361911774, 1.2127354145050049, 0.684755265712738, 0.08754334598779678, 1.4513493776321411]"
3893,"[0.4274027943611145, 0.49848228693008423, 0.20504261553287506, -0.7789711356163025, -0.11475788801908493, 0.2800530791282654, 0.5435530543327332, 0.27221429347991943, -0.6876818537712097, 0.1556529402732849]"
3903,"[1.3766393661499023, 1.0335371494293213, -0.17168113589286804, -1.1948330402374268, 0.014220421202480793, 0.6352705359458923, 0.9977213740348816, 0.34220319986343384, -0.29692065715789795, -0.3287089169025421]"
3913,"[1.6941442489624023, 0.733086109161377, 0.7430883646011353, -1.1529767513275146, 1.0960294008255005, 1.0883677005767822, 0.10998386889696121, -1.142150640487671, -1.0822563171386719, -0.5440629124641418]"
3923,"[-0.037021197378635406, 0.8596528172492981, 0.05281771719455719, -0.09689072519540787, 0.7332184314727783, -0.3208410441875458, 0.4044620990753174, 0.006091422401368618, -0.6254866123199463, 0.408298134803772]"
3933,"[0.6997025012969971, 0.9757373332977295, -0.4092615246772766, -0.9037357568740845, 1.992408275604248, -0.9889041781425476, -0.8425814509391785, -1.3463335037231445, -0.766033411026001, -0.6820444464683533]"
3943,"[-0.49112191796302795, 1.156442403793335, -0.3082803189754486, -1.0367082357406616, -0.11882184445858002, 0.9914291501045227, 1.2945575714111328, 1.0739822387695312, -0.3385430872440338, -0.6365008354187012]"
4,"[0.5722769498825073, 0.6934643387794495, -0.2983146607875824, -0.7153225541114807, 0.10476688295602798, 0.20095179975032806, 0.5328143239021301, -0.4045487344264984, -0.6685258150100708, -0.3189661502838135]"
14,"[0.395088791847229, 0.6179488897323608, -0.5080727934837341, -0.3203431963920593, -0.23256298899650574, -0.2832580804824829, 0.09745703637599945, 0.2548869848251343, -1.135684847831726, 0.4640551805496216]"
24,"[0.1631440967321396, 0.43981513381004333, -0.19551385939121246, -0.8591572642326355, 0.34212446212768555, 0.4014664590358734, 0.05149691924452782, -0.40641966462135315, -0.9398593306541443, -0.16887876391410828]"
34,"[0.2588346600532532, 0.7425806522369385, 0.28192955255508423, -0.23441867530345917, -0.971735417842865, -0.5491392612457275, 0.642905056476593, 0.2240392416715622, -1.0013476610183716, 0.09370992332696915]"
44,"[-0.6707847118377686, 0.4537413716316223, 0.7171719074249268, -0.5372328162193298, 0.2148287445306778, 0.03536924719810486, 0.09178317338228226, -0.05020486190915108, -0.4565766155719757, -0.2352517694234848]"
54,"[-0.8467956781387329, -0.10994790494441986, 0.07103151828050613, -0.37045639753341675, -0.24209065735340118, 0.2970142662525177, 0.9256583452224731, -0.8734193444252014, -0.8678900003433228, -0.28142407536506653]"
64,"[-0.0015075658448040485, 0.7790025472640991, 0.017060978338122368, -0.9785637855529785, -0.09711963683366776, -0.11230260133743286, -0.012025083415210247, -0.26260948181152344, -0.07783879339694977, -0.24875423312187195]"
74,"[0.11741483211517334, 0.5103704333305359, -0.5047720670700073, -1.0353320837020874, 0.13156680762767792, 0.04745728150010109, -0.07811776548624039, -0.6811429262161255, -0.6581788659095764, -0.14050760865211487]"
84,"[1.0178865194320679, 1.07052481174469, 0.22971588373184204, -2.050264835357666, 0.5093403458595276, 1.4528155326843262, 1.415630578994751, 0.651610791683197, 0.3178936541080475, -1.8580639362335205]"
94,"[-0.2398531138896942, 0.7609589099884033, -0.5132284164428711, -0.46012717485427856, -0.6072838306427002, 0.36140623688697815, 0.39490237832069397, 0.09218057245016098, -1.0843660831451416, 0.6189666390419006]"
104,"[-1.1589027643203735, 0.07524167001247406, 0.3691469728946686, -0.9583396315574646, -0.45841163396835327, 0.3858436346054077, 0.48851093649864197, 0.29773595929145813, -0.4721226096153259, 0.2841181457042694]"
114,"[0.6332361102104187, -0.3527284562587738, -0.930221676826477, -1.6558328866958618, 1.4199813604354858, 0.37415558099746704, -0.15733233094215393, 1.0083348751068115, -0.9267043471336365, -0.21529081463813782]"
124,"[0.06515803188085556, 1.3165671825408936, -0.5138931274414062, -0.8103645443916321, -0.9959449768066406, -0.34736189246177673, -0.7053266167640686, 2.0712597370147705, -0.17141762375831604, 0.6918465495109558]"
134,"[0.2504008114337921, 0.34029915928840637, 0.37831464409828186, -0.04947713762521744, -0.2606615722179413, 0.11397278308868408, 0.23484233021736145, 0.30374372005462646, -1.0696769952774048, 0.3801151216030121]"
144,"[0.2576635777950287, 0.23068079352378845, -0.12035156786441803, -0.8102595806121826, -0.1390063464641571, 0.33110707998275757, 0.27540287375450134, 0.17171013355255127, -0.9457977414131165, 0.06670078635215759]"
154,"[0.6884700655937195, 0.6555361151695251, -0.19079996645450592, -0.19717326760292053, 0.42652958631515503, 0.5237855911254883, 0.7862921953201294, 0.33644750714302063, -1.2652442455291748, 0.29876816272735596]"
164,"[0.40746283531188965, 0.8924163579940796, 0.2529052495956421, -0.4066842496395111, -0.19697052240371704, 0.03741731867194176, -0.1923631876707077, 0.25568634271621704, -0.9206867218017578, 0.21084733307361603]"
174,"[-0.8232783079147339, 1.0350427627563477, 0.47277969121932983, -0.5753023624420166, -0.12546667456626892, -0.026867354288697243, 0.5227925777435303, -0.15507571399211884, 0.062063541263341904, -0.1729729324579239]"
184,"[-0.25098899006843567, 1.819540023803711, -0.012264329008758068, 0.013734184205532074, 1.0718095302581787, 0.4027961194515228, -0.6265392303466797, 0.21043051779270172, -0.6924730539321899, 0.9412748217582703]"
194,"[0.049416184425354004, 0.5637776255607605, -0.15380896627902985, -0.5989636778831482, -0.08096680790185928, 0.4293121099472046, -0.15792284905910492, 0.6665766835212708, -1.2503312826156616, -0.14190955460071564]"
204,"[-0.611805260181427, 0.935416579246521, -0.0989120602607727, -0.46731507778167725, -0.405690997838974, -0.060108769685029984, 0.2529352903366089, -0.8050249814987183, -0.32828307151794434, 0.7680660486221313]"
214,"[0.8647738695144653, 0.349224716424942, 0.06642104685306549, -0.9949649572372437, -1.1655710935592651, 0.07914230972528458, -0.14191488921642303, 0.33940622210502625, -1.0374540090560913, -0.10377461463212967]"
224,"[0.21867531538009644, 0.9004497528076172, -0.09632768481969833, -0.7255269885063171, -0.2420618236064911, -0.37450727820396423, -0.3493058681488037, 0.110857293009758, -0.6750423908233643, 0.2657918632030487]"
234,"[-0.19565235078334808, 0.5727282166481018, -0.43750235438346863, -0.8907617926597595, 0.48396751284599304, 0.09116163849830627, -0.6492207050323486, -0.3751760721206665, -0.5674310326576233, 0.04093892127275467]"
244,"[0.08734878152608871, 0.6192426085472107, -0.40510293841362, -0.24493549764156342, 0.281657874584198, -0.1879957914352417, 0.7459191679954529, -0.307970255613327, -0.7197007536888123, -0.15150989592075348]"
254,"[-0.515622079372406, 0.9916679263114929, -0.7763170003890991, -0.21240821480751038, 0.29748377203941345, -0.06727782636880875, 0.06773079931735992, -0.06435417383909225, -1.1836799383163452, 0.07672418653964996]"
264,"[-0.41110098361968994, 0.6636766791343689, 0.38004380464553833, -0.26804119348526, -0.14116397500038147, 0.13415417075157166, 0.28622332215309143, 0.07447963953018188, -0.7847837805747986, 0.35001155734062195]"
274,"[0.09985286742448807, 0.5200226306915283, -0.0005083359428681433, -0.43954262137413025, 0.3649727404117584, -0.13330817222595215, 0.2875615358352661, -0.9415350556373596, -0.7513852715492249, -0.6573591232299805]"
294,"[-0.35146772861480713, 0.9869077801704407, -1.0817623138427734, -0.484854131937027, -0.22942142188549042, -0.2378176599740982, 0.5816420316696167, 0.22579239308834076, -1.0342856645584106, -0.27570658922195435]"
304,"[0.037204984575510025, -0.08341042697429657, 0.357878714799881, -1.359831690788269, 0.44204384088516235, 1.4063656330108643, -1.3353047370910645, -0.5528165698051453, -0.7602968215942383, 0.9774689078330994]"
314,"[0.281595379114151, 0.7287601828575134, -0.25274497270584106, -0.3516157269477844, -0.42940130829811096, 0.324255108833313, 0.11994262784719467, 0.4443262815475464, -1.4191993474960327, -0.5987670421600342]"
324,"[0.299169659614563, 0.8659218549728394, 0.022475194185972214, -1.9037623405456543, -0.9990435242652893, -0.6459168791770935, 0.40750575065612793, 0.06424791365861893, 0.1957886517047882, -0.07161660492420197]"
334,"[0.5864046812057495, 1.1424416303634644, 0.22906149923801422, 0.08118242770433426, -0.8903628587722778, -0.24598097801208496, -0.5518088340759277, 0.9363304376602173, -1.124154806137085, -0.3939129114151001]"
344,"[-0.9428938627243042, 0.23321276903152466, 0.5014175176620483, -0.5116329789161682, -0.15930645167827606, -0.41256916522979736, 0.7195818424224854, 0.1374051868915558, -0.4966161251068115, 0.36176273226737976]"
354,"[-0.874007523059845, 0.9712173938751221, 0.0771152526140213, -0.24007391929626465, -0.19813275337219238, 0.023360997438430786, 0.25069156289100647, -0.060977693647146225, -0.7548887133598328, 0.5745645761489868]"
364,"[-0.12271127104759216, 0.12954957783222198, 0.44701528549194336, -0.5266092419624329, -0.3892996609210968, -0.19989924132823944, 0.6711132526397705, -0.315597802400589, -1.1583601236343384, -0.0873345360159874]"
374,"[-0.571205198764801, 0.7140018939971924, -0.23428462445735931, -0.4561854898929596, -0.31892940402030945, -0.027475833892822266, 0.4763265550136566, -0.3960912525653839, -0.45958074927330017, -0.4713965654373169]"
384,"[-0.06668198108673096, 1.1167126893997192, 0.2266998142004013, -0.2615770995616913, 0.8502177000045776, -0.8055638670921326, 0.24866746366024017, -0.27094584703445435, -0.2125854343175888, 1.1576253175735474]"
394,"[-0.5482354760169983, -0.34978267550468445, -0.6051015257835388, -1.5324132442474365, 1.0137815475463867, -0.12802422046661377, -0.530484676361084, 1.3938932418823242, -0.8424169421195984, 0.1244615688920021]"
404,"[-0.4630601108074188, 0.5141571760177612, 0.02305511385202408, -0.8636821508407593, -0.004064948298037052, -0.1852875053882599, 0.6141474843025208, -0.6106351613998413, -0.6517903208732605, 0.31619277596473694]"
414,"[0.5353068113327026, 1.112514615058899, 0.5203110575675964, -0.8377856612205505, -0.315923810005188, 0.20759379863739014, 0.30141687393188477, -0.9334182143211365, 0.00527447322383523, 0.3910742998123169]"
424,"[0.10312733799219131, 0.4386075437068939, -0.503241777420044, -0.8982083797454834, 0.25588706135749817, -0.7612772583961487, 0.34758177399635315, -0.49176615476608276, -0.3537259101867676, 0.24256537854671478]"
434,"[-0.014448591507971287, 0.3666077256202698, 0.5228168964385986, -0.7804652452468872, 0.2712283730506897, -0.162385031580925, 0.33143723011016846, -0.603661298751831, -0.3982312083244324, 0.3452635407447815]"
444,"[-0.04408138245344162, 0.02922954224050045, -0.4634197950363159, -0.7446385622024536, 1.1806069612503052, -0.20235271751880646, -0.785257875919342, 0.30588990449905396, -0.8426298499107361, 0.21883098781108856]"
454,"[0.18898096680641174, 0.1936873197555542, -0.10902862995862961, -0.811785101890564, -0.19469459354877472, -0.2884680926799774, 0.15398678183555603, -0.39540085196495056, -0.8216660022735596, 0.5602608323097229]"
464,"[-0.07803193479776382, 0.6005292534828186, 0.8070827722549438, -0.5130374431610107, 0.007678352762013674, 0.24257005751132965, -0.18933749198913574, -0.5124936699867249, -0.37992963194847107, 0.5062988996505737]"
474,"[-0.0014119234401732683, 0.5225890874862671, 0.04503883421421051, -0.6364878416061401, -0.25924447178840637, -0.3538508117198944, 0.1509539783000946, -0.04352886229753494, -0.8768261075019836, 0.5589174032211304]"
484,"[-0.3497716784477234, 1.4554659128189087, -0.6950610876083374, -0.3473612070083618, -0.6835988759994507, -0.5323946475982666, 0.011611941270530224, -0.5920071601867676, -0.22062496840953827, 0.5170195698738098]"
494,"[-0.06442192941904068, 0.7285335659980774, 0.3021988272666931, -0.3961254358291626, -0.31481102108955383, -0.4685843586921692, 0.032497335225343704, -0.5632648468017578, -0.679345428943634, 0.4820028245449066]"
504,"[-0.5252097249031067, 0.7509501576423645, 0.07968118786811829, -0.6705760359764099, 0.14404542744159698, 0.2572571337223053, -0.43272778391838074, -0.20538732409477234, -0.7006409168243408, 0.11184199154376984]"
514,"[0.1614808738231659, 0.7750686407089233, 0.1631077527999878, -0.8196648955345154, -0.02885475754737854, -0.3448379635810852, 0.18338043987751007, 0.3312874436378479, -0.4759237468242645, 0.3735864460468292]"
524,"[-0.1454588770866394, -0.10268601775169373, -0.18736959993839264, -0.850592315196991, -0.0131880734115839, -0.5689032673835754, 0.35121574997901917, -0.05034938454627991, -0.9252874851226807, 0.19903677701950073]"
534,"[0.6404770612716675, 0.4076961874961853, -0.19526544213294983, -0.5403565764427185, -0.4194931983947754, -0.20483465492725372, -0.13406653702259064, 0.0862598717212677, -1.2150918245315552, 0.03951001912355423]"
544,"[-0.06015678867697716, 0.6258485317230225, -0.13968241214752197, -0.7003503441810608, 0.13270379602909088, 0.2804572880268097, -0.04583846405148506, -0.8102008104324341, -0.5611511468887329, 0.417655348777771]"
554,"[0.1637035310268402, 0.6257871389389038, -0.4081915020942688, -1.010365605354309, 1.055530071258545, -0.06084005907177925, -0.6739554405212402, 0.309888631105423, -1.0005886554718018, -1.1691539287567139]"
564,"[-0.4269413650035858, 0.9483413100242615, 0.7842640280723572, -0.5862756371498108, -0.48077481985092163, 0.09672592580318451, 0.1441878080368042, -0.3601377010345459, 0.1576000601053238, 0.36178210377693176]"
574,"[0.7810933589935303, 1.025536298751831, -0.07934955507516861, -0.38241642713546753, 0.16583068668842316, 0.19719929993152618, 0.6761696338653564, 0.4550611674785614, -0.6694879531860352, 0.42731887102127075]"
584,"[0.20940141379833221, 0.3773670196533203, 0.278833270072937, -0.64863520860672, -0.18612928688526154, -0.15192914009094238, 0.2491178810596466, 0.06589959561824799, -0.9208868741989136, 0.19209207594394684]"
594,"[0.2143976390361786, 0.5147125720977783, 0.48831459879875183, 0.15610745549201965, -0.29042667150497437, -0.17512747645378113, 0.45480090379714966, -0.28941625356674194, -1.6256015300750732, -0.1919170618057251]"
614,"[-0.6823191046714783, 1.3778884410858154, -0.13947896659374237, 0.303474098443985, -1.4696199893951416, 0.042940374463796616, 0.13843943178653717, -0.44899559020996094, -1.0494072437286377, 0.594482958316803]"
624,"[0.1525619924068451, 0.06174268573522568, -0.03927217423915863, -0.5799673199653625, -0.11861976236104965, -0.05011647939682007, 0.00986581202596426, 0.33284851908683777, -0.9243643283843994, 0.2822470963001251]"
634,"[-0.2145444005727768, 0.27455031871795654, 0.0025768193881958723, -0.5050742626190186, -0.15504370629787445, -0.16977661848068237, -0.24900242686271667, -0.10017001628875732, -0.11615878343582153, -0.15862934291362762]"
644,"[-0.1621088832616806, 0.03197728097438812, 0.14417241513729095, -0.4074879586696625, -0.13868874311447144, -0.11009529232978821, 0.05833853781223297, -0.027125749737024307, -0.27538296580314636, 0.11094476282596588]"
664,"[-0.9912117123603821, -0.07613406330347061, 0.22644032537937164, -0.09125422686338425, 1.4050476551055908, 0.4935474991798401, 0.41431161761283875, 0.7244575023651123, -1.4460859298706055, -0.35409167408943176]"
674,"[0.5920789837837219, 1.0954298973083496, 0.46419861912727356, -0.2226211279630661, 1.068174123764038, -0.42958787083625793, -0.1887410283088684, 0.22176538407802582, -0.6232849359512329, 0.12699028849601746]"
684,"[-0.06490349769592285, 0.0614403635263443, 0.10190241038799286, -0.11730589717626572, 0.07102388143539429, -0.015974923968315125, 0.012176225893199444, -0.041375782340765, -0.15369674563407898, -0.049839723855257034]"
694,"[-0.181532084941864, 0.9264608025550842, 0.3821958303451538, -0.40493398904800415, 0.2981250584125519, -0.15213726460933685, -0.03633055090904236, -0.573305606842041, -0.29859039187431335, 0.5654510855674744]"
704,"[-0.2659412920475006, 1.2218765020370483, -0.15672990679740906, -0.03138188645243645, 0.032008182257413864, 0.023896820843219757, 0.5255240201950073, -0.44158124923706055, -0.6833726167678833, -0.07593050599098206]"
714,"[0.021576106548309326, 0.7708107829093933, 0.07906199246644974, -0.20353974401950836, -0.009095181711018085, 0.10079319775104523, -0.40602752566337585, 0.9241567850112915, -1.1466437578201294, 0.35235729813575745]"
724,"[0.30046966671943665, 0.6874794363975525, 0.6223874688148499, -0.6284257769584656, 0.5419641137123108, 0.2881080210208893, 0.35885077714920044, -0.3403596878051758, -0.48201480507850647, 0.2203255295753479]"
734,"[0.4750395119190216, 0.7737136483192444, 0.30904483795166016, -0.47604525089263916, 0.30554577708244324, -0.1450819969177246, -0.2711842656135559, 0.1600797325372696, -0.724223792552948, -0.0012120261089876294]"
744,"[-0.3499515652656555, 1.1213518381118774, 1.1251357793807983, -0.008130708709359169, -0.3732943832874298, -0.33355259895324707, 1.0372523069381714, -0.3450468182563782, 0.06713098287582397, 0.28364643454551697]"
