id,features
4103,"[0.9987449049949646, 0.02363729476928711, 0.2908511459827423, -0.4081627130508423, -0.9459810256958008, 0.6686141490936279, 0.5298188328742981, 0.9599505662918091, -2.418705701828003, -0.14497658610343933]"
4113,"[-0.46322351694107056, 0.6531994342803955, -0.6270125508308411, -2.4578754901885986, 0.1314811408519745, 0.1260303258895874, -0.6184650659561157, -0.595492422580719, -2.437161922454834, 0.8878436088562012]"
4123,"[-0.05496273934841156, 0.4187578558921814, 0.4932478964328766, -1.59032142162323, 1.0685101747512817, -0.5100483894348145, 0.9057347178459167, 0.32459357380867004, -1.5704256296157837, 0.6735765337944031]"
4133,"[1.095747709274292, 0.5458113551139832, 0.7550179362297058, -1.4049601554870605, -0.34544628858566284, -1.1890971660614014, -0.31000983715057373, -0.20830973982810974, -1.8781225681304932, 1.455970048904419]"
4143,"[-1.3975698947906494, 1.7341216802597046, 0.7751695513725281, -0.7329241633415222, -0.11610057950019836, -2.101029872894287, -0.4609051048755646, -1.434617519378662, -2.775230646133423, -0.21611268818378448]"
4153,"[-0.36710622906684875, 1.128682017326355, 0.752393364906311, -1.6677242517471313, -0.48146241903305054, -1.8142668008804321, -0.6795069575309753, -0.6207168102264404, -2.1805989742279053, -0.4088805913925171]"
4163,"[0.8435059189796448, 1.7093223333358765, 0.38410741090774536, -2.174514055252075, -1.1814885139465332, -0.7150299549102783, 0.1717139482498169, 0.2749406695365906, -1.2787059545516968, 0.05281369388103485]"
4173,"[0.26239821314811707, 0.8636225461959839, 0.8753452301025391, -2.5456321239471436, 0.8799697160720825, -1.0300281047821045, -0.04136434569954872, -0.7529683113098145, -1.6905348300933838, -0.5615817308425903]"
4183,"[-0.1645047664642334, 0.35047003626823425, 0.321227490901947, -1.7844197750091553, -0.10855468362569809, -0.06876447051763535, 0.013697147369384766, 0.7306065559387207, -1.5462021827697754, 1.1523813009262085]"
4193,"[-0.4083110988140106, 1.2932265996932983, 0.68550705909729, -1.4982006549835205, -0.17321525514125824, -0.09117162227630615, -0.05030600354075432, -0.3552887737751007, -2.1655492782592773, 0.160832479596138]"
4203,"[-0.19460797309875488, 0.5285032987594604, 0.6154204607009888, -1.4955604076385498, 0.1417866051197052, -0.036495719105005264, 0.8105414509773254, 0.08297804743051529, -2.481295585632324, 0.8793050050735474]"
4213,"[-0.6806298494338989, 1.329764485359192, 0.9848383069038391, -1.9985243082046509, 0.20089489221572876, -0.6097567677497864, -0.09964355826377869, -0.26405423879623413, -1.8224238157272339, 1.2340830564498901]"
4223,"[-0.02918228879570961, 0.7464882135391235, 0.9983176589012146, -1.5163160562515259, -0.5555620789527893, -0.9695999026298523, -0.26731032133102417, -0.049956951290369034, -1.9416067600250244, 0.1569105088710785]"
4233,"[0.052958473563194275, 1.2834922075271606, 0.12667855620384216, -1.1887184381484985, -0.10673042386770248, 0.4449418783187866, 0.23209403455257416, 0.7641717195510864, -1.7780941724777222, 1.0771383047103882]"
4243,"[-0.6702806949615479, 1.612747073173523, 0.760076642036438, -1.6871405839920044, 0.23560094833374023, -0.7295485138893127, 0.4923207461833954, -0.6732544302940369, -2.056182622909546, 0.38019031286239624]"
4253,"[0.3227519690990448, -0.0923730656504631, 0.7415669560432434, -1.3630459308624268, -0.3210979104042053, -0.5425084829330444, 0.1583191156387329, 0.15395499765872955, -1.894519329071045, 1.139710783958435]"
4263,"[-0.25029516220092773, 1.1041377782821655, 0.9690955877304077, -0.7394763827323914, -0.6521662473678589, -0.5641907453536987, 0.8187590837478638, 1.418544888496399, -1.4323318004608154, 1.3433845043182373]"
4273,"[-0.7067188620567322, 1.3992913961410522, 1.7180685997009277, -1.5101404190063477, -0.004662071820348501, -0.21780440211296082, 1.064663290977478, -0.46092894673347473, -2.4415555000305176, 0.5431271195411682]"
4283,"[-0.5989540815353394, 1.0593881607055664, 0.4129159450531006, -1.839834451675415, -0.6783360242843628, -1.948364496231079, 0.5032947659492493, -1.7631030082702637, -1.943284273147583, -0.20824748277664185]"
4293,"[0.3183785080909729, 0.945129930973053, 0.9928621649742126, -1.0427976846694946, -0.018199658021330833, -0.8339664936065674, 0.5032231211662292, 0.8468942642211914, -2.2916676998138428, 0.4061722457408905]"
4303,"[0.41964203119277954, 0.28309062123298645, 0.7839245200157166, -1.3134393692016602, -0.4096187651157379, -0.1850212961435318, 0.3477557301521301, 0.01782996766269207, -2.2280070781707764, 1.0884405374526978]"
4313,"[0.2328970730304718, 0.2836188077926636, 0.5757973790168762, -1.8482718467712402, -0.07384147495031357, 0.43612268567085266, 0.5605037808418274, 0.0889790952205658, -2.4177567958831787, 0.7304434776306152]"
4323,"[-0.7946516871452332, 0.8274432420730591, 0.537404477596283, -2.0509679317474365, -0.33950188755989075, -0.18462412059307098, 0.4824557900428772, 0.5005630254745483, -1.8441815376281738, 0.2484193593263626]"
4333,"[-0.1433352530002594, 1.9653162956237793, 1.3155474662780762, -1.9368013143539429, 0.018454210832715034, -0.7153857946395874, -0.06327616423368454, -0.30779433250427246, -1.607494831085205, 0.030091915279626846]"
4343,"[-0.4126933813095093, 0.16417689621448517, 0.3826966881752014, -1.965316653251648, -0.21352680027484894, 0.10722383111715317, 0.2844215929508209, 0.223464235663414, -1.8003889322280884, 1.0985400676727295]"
4353,"[-0.3862549662590027, 0.5900075435638428, 1.4586730003356934, -1.572864055633545, 0.13826613128185272, 0.48441946506500244, 0.8498446345329285, 1.1429718732833862, -2.2007012367248535, 0.31961679458618164]"
4363,"[-0.12536422908306122, 1.0912212133407593, 0.6692172288894653, -1.6619313955307007, -0.09636111557483673, -1.2028930187225342, 0.1271519809961319, -0.14925669133663177, -2.450037956237793, 0.5316991209983826]"
4373,"[0.014565891586244106, 0.9842450618743896, 1.1890498399734497, -1.602281093597412, -0.21499933302402496, -0.7860531210899353, -0.013334404677152634, -0.2572706639766693, -2.111623525619507, 0.4940453767776489]"
4383,"[2.417079210281372, -0.4557041525840759, 0.6806402206420898, -3.281475782394409, 0.445939838886261, -0.446659654378891, -0.830354630947113, 0.5152145624160767, -1.1925090551376343, -0.3380739390850067]"
4393,"[-1.6185394525527954, -0.16337530314922333, 0.35126879811286926, -2.0417659282684326, 1.071882724761963, -0.7403761148452759, 0.5855392217636108, 0.987001895904541, -2.11072039604187, 1.424766182899475]"
4403,"[0.63393634557724, 0.44422346353530884, 1.2054182291030884, -2.075923204421997, 0.2801634669303894, 0.042052607983350754, 0.40238291025161743, 0.6019173264503479, -1.86227285861969, 0.28744712471961975]"
4413,"[0.2560698688030243, 1.004766821861267, 0.1462424397468567, -2.0517704486846924, -0.19291143119335175, 0.5473570823669434, 0.8202201724052429, -0.15150615572929382, -2.2193074226379395, 0.27421605587005615]"
4423,"[-0.5175706148147583, 0.4334438741207123, 0.049107588827610016, -1.6858561038970947, 0.09114524722099304, -1.4267823696136475, 0.4874078035354614, 1.1036444902420044, -2.303210496902466, 0.20323607325553894]"
4433,"[-0.48512962460517883, 0.8604229688644409, 1.0202217102050781, -1.1715161800384521, 0.13609524071216583, -0.21823352575302124, -0.055361732840538025, 0.07679615914821625, -2.1512961387634277, 0.849467396736145]"
4443,"[0.41221657395362854, 0.7969232797622681, 0.9905810356140137, -0.9505118131637573, 0.4599376320838928, -0.2865164577960968, -0.030062589794397354, -0.05830861255526543, -1.7331126928329468, 0.21383368968963623]"
4453,"[-0.29152292013168335, 0.9674238562583923, 0.6980409026145935, -1.39487886428833, -1.181716799736023, 0.12591323256492615, 0.5491818189620972, -0.41753920912742615, -1.6606272459030151, 0.948600709438324]"
4463,"[1.1164602041244507, 1.4955430030822754, 0.573647677898407, -1.5519441366195679, -0.07355976849794388, -0.40866711735725403, 0.21768729388713837, 0.1582929939031601, -1.7045326232910156, 0.8335008025169373]"
4473,"[0.03779355809092522, 0.9348192811012268, 0.5440406799316406, -1.4928520917892456, -0.6541489958763123, -0.6026774644851685, 0.6294214725494385, -0.1046527698636055, -1.7352395057678223, 0.5122771859169006]"
4483,"[0.004140772856771946, 0.375980406999588, 0.09555760025978088, -1.7942395210266113, -0.37091168761253357, -0.4081624448299408, 0.6996943950653076, 0.09267143905162811, -1.6134612560272217, 0.5149218440055847]"
4493,"[0.6331448554992676, 0.5917762517929077, 2.0712227821350098, 1.042850136756897, -1.3930402994155884, 0.2810530960559845, 1.2633217573165894, -0.9046670794487, -1.7200520038604736, 0.006213462445884943]"
4503,"[0.9007828831672668, 1.0244777202606201, 0.25242501497268677, -1.5416820049285889, -0.6995665431022644, 0.10184095054864883, -0.0947614386677742, 0.3113740086555481, -2.1486318111419678, 0.7055976390838623]"
4513,"[-1.4306278228759766, 1.1746058464050293, 0.1901559829711914, -2.3144712448120117, 1.6418044567108154, -1.1907527446746826, 0.11594188958406448, 0.0345037505030632, -1.795059323310852, 0.9405211210250854]"
4523,"[-0.3024844527244568, 0.33298662304878235, 0.6807437539100647, -2.08064866065979, 0.5514034628868103, -1.2388818264007568, -0.35178154706954956, 0.21335193514823914, -2.033698320388794, 0.455427348613739]"
4533,"[-0.46214431524276733, 0.6919131278991699, -0.3915899395942688, -2.6447529792785645, 0.26405465602874756, 0.19482670724391937, 0.7540012001991272, -0.5283563733100891, -1.2944680452346802, 1.7531108856201172]"
4543,"[0.2767648696899414, 0.8437082767486572, 0.7060948610305786, -1.2328623533248901, -0.30967745184898376, -0.33246177434921265, 0.45665568113327026, 0.7384257316589355, -1.9761929512023926, 0.8379454612731934]"
4553,"[-0.6789029836654663, -0.40170150995254517, 1.2445539236068726, -1.844166874885559, -0.6183505058288574, -0.27541014552116394, -0.43084466457366943, -0.39803048968315125, -2.456477642059326, 0.4934558570384979]"
4563,"[-0.10759279131889343, 0.11355581134557724, 0.05709632858633995, -2.472902536392212, 0.3856607973575592, -0.3717859983444214, 0.46814191341400146, 0.6101819276809692, -2.2500569820404053, 0.570999264717102]"
4573,"[0.35776132345199585, 0.9661552906036377, 0.4302898943424225, -1.5285112857818604, -0.6741527915000916, -0.4326390326023102, 0.6831309795379639, -0.14541499316692352, -1.873945713043213, 0.5943267941474915]"
4583,"[-1.1490455865859985, -0.008862663991749287, 0.9607625007629395, -1.578304648399353, 2.340505599975586, -0.7783494591712952, 0.15226039290428162, -0.9123575091362, -2.981736898422241, 0.33392366766929626]"
4593,"[0.36043351888656616, 0.6876826286315918, 0.21724936366081238, -1.278571367263794, -0.8232713341712952, 0.08717668056488037, 0.14879679679870605, 0.27313074469566345, -1.9512795209884644, 0.21074919402599335]"
4603,"[0.534598708152771, 0.7376291751861572, -0.2229280024766922, -1.6465092897415161, -0.34243544936180115, -0.5214787125587463, -0.031364746391773224, -0.020981797948479652, -2.331489324569702, 0.18403799831867218]"
4613,"[-0.04314596951007843, 0.928376317024231, 0.3009650409221649, -2.109095573425293, 0.6300626993179321, -0.6570479273796082, 0.27538368105888367, -1.6328691244125366, -1.4513829946517944, 1.0385868549346924]"
4623,"[-0.09229633957147598, 0.808756947517395, 1.5234392881393433, -2.2544198036193848, 1.1383012533187866, 0.9922305345535278, 0.8889164328575134, -0.5462597012519836, -2.1063778400421143, 1.0281083583831787]"
4633,"[-1.7772701978683472, 1.7002434730529785, 1.229776382446289, -2.7547872066497803, 0.21661719679832458, 1.0400590896606445, 0.5723888278007507, -0.9961862564086914, -1.608317255973816, 0.7097240686416626]"
4643,"[0.37278100848197937, 0.9038495421409607, 0.1606532633304596, -1.1799030303955078, -0.447039932012558, -0.7956320643424988, -0.1343003511428833, 0.5015897154808044, -1.6026853322982788, 0.20781491696834564]"
4653,"[0.25347840785980225, 0.5550311803817749, 0.5022149682044983, -1.487392544746399, -0.3417380750179291, -0.15494424104690552, 0.3086370527744293, 0.25373801589012146, -1.9180546998977661, 0.3174660801887512]"
4663,"[-0.14741326868534088, 1.355048418045044, 0.3827422261238098, -1.1870741844177246, -0.09410931915044785, -0.03367049619555473, 0.7624205350875854, 0.37547600269317627, -1.6300714015960693, 0.33641350269317627]"
4673,"[0.3251953721046448, 0.5714439749717712, 0.05971458554267883, -2.5180463790893555, -0.5697285532951355, -0.1567039042711258, 0.0777135118842125, 0.1808749884366989, -1.8684134483337402, 0.902068555355072]"
4683,"[1.322371006011963, 0.12399841099977493, 0.585618257522583, -1.5511844158172607, 2.0219504833221436, -0.5439766645431519, -0.26056328415870667, -0.1864466816186905, -2.0676276683807373, 0.1848243623971939]"
4693,"[0.1270449161529541, 0.5128276348114014, 0.3318537175655365, -1.5754417181015015, 0.1523694396018982, -0.37428879737854004, 0.41195499897003174, 0.8632553815841675, -2.220377206802368, 0.6579357385635376]"
4703,"[-0.7630839943885803, -0.624204695224762, -0.8705126047134399, -2.1307263374328613, 0.7315397262573242, 0.7157778739929199, 1.0667837858200073, -0.8945417404174805, -1.698296308517456, 2.300686836242676]"
4713,"[0.37504249811172485, 0.6482899188995361, -0.9603918194770813, -1.9817298650741577, -0.3526827394962311, -0.6600579619407654, -0.5823633074760437, -0.024153253063559532, -2.705418348312378, 0.49520599842071533]"
4723,"[0.3998069167137146, 1.935609221458435, -0.8387864232063293, -2.149651288986206, -0.903017520904541, -0.4752562642097473, -0.22239625453948975, 0.0053200447000563145, -1.90226149559021, 0.26248469948768616]"
4733,"[-0.21923178434371948, 0.9138387441635132, 0.29829534888267517, -1.9404007196426392, 0.27543866634368896, -0.37511149048805237, 0.36699193716049194, 0.7235081791877747, -2.543010950088501, 0.6890129446983337]"
4743,"[1.221205472946167, 1.5715577602386475, -0.1705338954925537, -0.9611392021179199, 0.5424121022224426, -0.6336373090744019, -1.5406111478805542, -0.5121755599975586, -2.5250046253204346, -0.4413468837738037]"
4753,"[1.0831242799758911, 0.7954859137535095, -0.6993501782417297, -1.8001737594604492, 0.1491866111755371, -0.5717733502388, -0.7940551042556763, -0.2861863076686859, -1.8920278549194336, 0.824921727180481]"
4763,"[-0.13129551708698273, 1.4157233238220215, -0.1775900274515152, -1.912375569343567, -0.9447429180145264, -0.15958650410175323, 0.8715686202049255, 0.8716970682144165, -1.536929965019226, 0.18813560903072357]"
4773,"[-0.27541372179985046, 1.092586636543274, 0.9624406695365906, -1.6493139266967773, -0.09423527866601944, 0.3239479660987854, -0.11313803493976593, -0.18856582045555115, -2.708975315093994, 0.48852574825286865]"
4783,"[1.7510871887207031, 0.5778440237045288, 0.8002424240112305, -1.7908250093460083, 0.49360305070877075, -0.06844574213027954, 0.18650081753730774, 0.39804646372795105, -1.7675198316574097, 0.7671257257461548]"
4793,"[0.6420326232910156, 0.30312278866767883, 0.8739246726036072, -1.0448620319366455, -0.7717621326446533, 0.3281492590904236, 0.6441311240196228, 0.42111387848854065, -1.7509229183197021, 1.4086661338806152]"
4803,"[-0.1376684010028839, 0.7490116953849792, 0.2923890948295593, -2.8974947929382324, 0.20940162241458893, -0.157810240983963, -0.12932930886745453, -0.4195410907268524, -1.5881445407867432, 0.27908235788345337]"
4813,"[0.28786501288414, 0.9629066586494446, 0.20021779835224152, -2.556364059448242, -0.2667146921157837, -0.9848393797874451, 0.5987899303436279, -0.29738229513168335, -1.7538061141967773, 0.41565847396850586]"
4823,"[-0.08767428994178772, 0.7112624645233154, 0.21659639477729797, -1.0937166213989258, -0.39906612038612366, 0.343102365732193, 0.5850582122802734, 0.8409609794616699, -2.091358184814453, 0.46468567848205566]"
4833,"[0.14159730076789856, 0.645194947719574, 0.4319124221801758, -2.4331607818603516, -0.4690283238887787, -1.1667343378067017, -0.029441919177770615, -0.20189127326011658, -1.899584412574768, 0.22260667383670807]"
4843,"[1.2871638536453247, 0.3430509865283966, 0.6451099514961243, -0.4916951358318329, -0.6040909290313721, 0.2527841031551361, 0.09938997775316238, 0.8436718583106995, -2.2524046897888184, 0.3627202808856964]"
4853,"[-0.09574904292821884, 1.300711750984192, 0.5661256909370422, -1.022362470626831, -0.2640281617641449, -1.1149204969406128, -0.08916302025318146, 0.5105061531066895, -1.9990644454956055, 1.1090043783187866]"
4863,"[0.684169352054596, 0.4996240735054016, -0.07411021739244461, -1.141431212425232, -2.553040027618408, -2.296755075454712, -0.8026798367500305, 0.050914157181978226, -1.5754749774932861, 0.08294501155614853]"
4873,"[0.098904088139534, 0.4606996774673462, 0.3311171233654022, -1.1632845401763916, 0.33972811698913574, -0.39298439025878906, -0.7633529305458069, 1.376551866531372, -2.571352243423462, 0.4116644561290741]"
4883,"[0.5689534544944763, 0.8368481993675232, 0.2701340615749359, -0.7628056406974792, 0.09007944911718369, -1.4125466346740723, -0.6208805441856384, 1.1498292684555054, -1.6322940587997437, -1.1516797542572021]"
4893,"[0.48749837279319763, 0.738085925579071, 1.5931577682495117, -2.4192121028900146, 0.027568470686674118, -1.1727200746536255, -0.5090939998626709, -1.1477500200271606, -1.5439653396606445, -0.0677054151892662]"
4903,"[0.3165280520915985, 0.9233826398849487, 0.8817325830459595, -2.109743595123291, 0.4615841805934906, -0.18265827000141144, 0.12336457520723343, 0.838520348072052, -1.7062995433807373, 0.4477815628051758]"
4913,"[0.5417324304580688, 1.1453707218170166, -0.2981628179550171, -0.3809979557991028, -0.17773887515068054, -0.1881018579006195, 0.7179177403450012, 1.4135223627090454, -1.7827397584915161, 0.01649549975991249]"
4923,"[0.03250698372721672, 0.8456159234046936, -1.420391321182251, -2.1233885288238525, -0.21229287981987, 0.6860358715057373, 0.44087696075439453, 1.3069040775299072, -1.8441002368927002, -0.0018217397155240178]"
4933,"[0.007252902258187532, 1.3446332216262817, 1.275976538658142, -0.6636121869087219, -0.4315401315689087, -0.7184314131736755, 0.4478207528591156, 1.2241326570510864, -1.615723729133606, 0.6238945722579956]"
4943,"[0.55684494972229, 0.5430886149406433, -0.8311569094657898, -0.7135976552963257, 0.3668915629386902, -1.0219762325286865, -1.2551602125167847, 1.0200427770614624, -3.0900628566741943, -0.69169682264328]"
4953,"[-0.06454218924045563, 0.905115008354187, 0.4566168487071991, -1.8736776113510132, 0.0318245068192482, -0.18179863691329956, 0.20518667995929718, 0.2160738706588745, -2.07196307182312, 0.6483015418052673]"
4963,"[-0.557827889919281, 1.2284457683563232, -0.20797158777713776, -2.1972620487213135, -1.453216314315796, 0.1071547418832779, -0.35735583305358887, 0.26767340302467346, -1.7647196054458618, 0.20074081420898438]"
4973,"[0.810991644859314, 0.05330963805317879, 0.3496602475643158, -1.6627037525177002, -0.9472389817237854, -0.42969176173210144, 0.23118293285369873, -0.3030030131340027, -1.9356269836425781, 0.4116967022418976]"
4983,"[0.4260917901992798, 0.9575405716896057, 0.16667726635932922, -1.082854151725769, -1.0389460325241089, -1.2033956050872803, 0.08889708667993546, -0.003994809463620186, -2.1319222450256348, 0.11499864608049393]"
4993,"[0.6275160908699036, 0.18532761931419373, -0.41012075543403625, -2.149928331375122, -0.8719644546508789, 0.08094701170921326, 0.9454711079597473, 0.4675282835960388, -1.800398826599121, 0.12278979271650314]"
5003,"[-1.0926510095596313, 1.3833588361740112, 0.4474952220916748, -2.4229822158813477, 0.25202062726020813, -0.006679557263851166, 0.29687055945396423, -0.45327699184417725, -2.2140920162200928, 1.490468978881836]"
5013,"[0.05288771539926529, 0.6769133806228638, 0.8775178790092468, -0.998794436454773, -0.3176760971546173, 0.43347060680389404, 0.11373302340507507, 0.5881797075271606, -1.9513068199157715, 1.1768019199371338]"
5023,"[0.7295280694961548, 0.6228402256965637, 1.391646385192871, -0.7614148855209351, -0.6284636855125427, -0.8331518173217773, 1.0222350358963013, 0.7064993381500244, -1.8242995738983154, 0.38027846813201904]"
5033,"[-0.10134214907884598, 1.1365010738372803, 0.025586474686861038, -1.9237664937973022, -0.5441235303878784, -0.964397132396698, 0.12696382403373718, -0.50194251537323, -2.3025918006896973, 0.008806229569017887]"
5043,"[-0.6414693593978882, 1.3753371238708496, 0.12195466458797455, -2.044038772583008, 0.08441302925348282, -0.04223326966166496, 0.4906883239746094, -0.8659419417381287, -2.271376371383667, 0.45084670186042786]"
5053,"[-0.5252623558044434, 1.010908842086792, 1.1477913856506348, -1.714159369468689, -0.10710995644330978, -0.3837297558784485, 0.22743406891822815, 0.4223220646381378, -2.068904161453247, 0.6602908372879028]"
5063,"[0.29337120056152344, 0.36133790016174316, 0.35977140069007874, -1.8838763236999512, -0.6175589561462402, -1.5072492361068726, -0.10331933200359344, 0.5856798887252808, -2.1397147178649902, -0.13777700066566467]"
5073,"[-0.018707362934947014, 0.8939186930656433, -0.17950811982154846, -1.4336997270584106, 0.3067748546600342, -0.9884694218635559, 0.49581339955329895, 1.080275297164917, -2.6524040699005127, 0.4024178087711334]"
5083,"[-0.029410475865006447, -0.0054202270694077015, 0.18170998990535736, -2.0775177478790283, -0.5219020843505859, 0.25392889976501465, 0.508729100227356, -0.049163058400154114, -2.2004213333129883, 0.9921611547470093]"
5093,"[0.45196089148521423, -0.5851960182189941, 0.009874011389911175, -1.3555524349212646, 0.6120923757553101, -1.0726196765899658, 0.08313345164060593, -0.8237981200218201, -2.9984865188598633, 0.1836838275194168]"
5103,"[-0.08190840482711792, 1.394620656967163, 0.8433986306190491, -2.492936611175537, 0.5620723962783813, -0.012974768877029419, -0.04149341583251953, -0.062488310039043427, -2.115588665008545, 0.7236212491989136]"
5113,"[0.33680668473243713, 0.5042248964309692, 0.2925139367580414, -0.11248611658811569, -0.3968373239040375, 0.059776682406663895, 0.3109583854675293, 0.641136646270752, -1.9048316478729248, 0.41896945238113403]"
5123,"[0.6379027366638184, 0.6411758661270142, 0.46051284670829773, -1.5165530443191528, -0.3402459919452667, -0.6432895064353943, 0.861811637878418, -0.5387046337127686, -2.2127246856689453, 0.7495348453521729]"
5133,"[0.17007328569889069, -0.505806028842926, 1.4844245910644531, -1.2196056842803955, 0.1979934424161911, 0.15350395441055298, 0.15337330102920532, 1.3489246368408203, -2.704118013381958, 0.7817243933677673]"
5143,"[-0.39414525032043457, 0.09616254270076752, 0.9724246859550476, -2.3076601028442383, 0.16412010788917542, 0.08799934387207031, 0.7426490187644958, 0.2835283875465393, -2.223862409591675, 0.42450419068336487]"
5153,"[0.1474556177854538, 0.7059604525566101, 0.4428589642047882, -1.6270358562469482, -0.14111082255840302, -0.5708587169647217, 0.25383010506629944, 0.1522659808397293, -1.7060391902923584, 1.1902507543563843]"
5163,"[-0.24547220766544342, 1.1449452638626099, 0.6324098110198975, -2.1693837642669678, -0.18992017209529877, -0.8991705775260925, 0.5949491262435913, -0.34204691648483276, -1.6646310091018677, 0.635116457939148]"
5173,"[-0.3031541109085083, 0.3287886381149292, 0.9936164021492004, -2.2661643028259277, 0.1301204413175583, -0.5592395663261414, -0.1299969106912613, -0.12315990030765533, -1.670575499534607, 0.9316199421882629]"
5183,"[0.4865378737449646, 0.5407897233963013, 0.6642442941665649, -1.6898506879806519, -0.4376128315925598, 0.34263837337493896, -0.4601702094078064, 0.6564301252365112, -2.544767141342163, 0.6235238313674927]"
5193,"[0.16993963718414307, 1.1681479215621948, 0.5733641386032104, -1.3837448358535767, -0.16007356345653534, -0.8638188242912292, 0.25519391894340515, 0.821678876876831, -1.7019914388656616, 0.640228271484375]"
5203,"[-0.156315878033638, 1.1302080154418945, 1.5789711475372314, -1.0710468292236328, 0.8185398578643799, -0.07717679440975189, 0.02489008754491806, 0.3750056028366089, -2.850440502166748, -0.056670382618904114]"
5213,"[-0.4170801639556885, 0.45561832189559937, 0.8096629977226257, -1.9025094509124756, 0.7693679332733154, -0.42612332105636597, 0.3550173044204712, -0.26371750235557556, -1.7816379070281982, 0.9288324117660522]"
5223,"[0.19873137772083282, 0.8158531188964844, 0.27037984132766724, -1.0638015270233154, -0.23899118602275848, 0.05612725391983986, 0.43414199352264404, 1.1067479848861694, -1.8090448379516602, 0.35145464539527893]"
5233,"[-0.24552913010120392, 0.6172524690628052, 0.4990309178829193, -1.5388752222061157, -0.13928964734077454, -0.45613065361976624, 0.3948615789413452, 0.4366552233695984, -2.0412709712982178, 1.0125470161437988]"
5243,"[-1.2280174493789673, 0.1567995697259903, 1.2363011837005615, -2.646529197692871, -0.23554006218910217, -1.6015082597732544, -2.1394922733306885, 1.152235984802246, -0.2230817973613739, 1.2169324159622192]"
5253,"[0.3755609095096588, 0.4473402500152588, 0.6006140112876892, -1.0152961015701294, -0.3336332440376282, -0.5109302401542664, 0.371226042509079, 0.012193588539958, -2.2243332862854004, 0.48198360204696655]"
5263,"[0.014867383986711502, 0.9266097545623779, 1.037969946861267, -1.5257904529571533, -0.16463489830493927, 0.010899103246629238, 0.2516236901283264, 0.3378177881240845, -2.0404984951019287, 0.6666518449783325]"
5273,"[0.3522830009460449, 1.2197561264038086, 0.6679246425628662, -0.45842310786247253, -0.7822576761245728, -1.0054231882095337, 0.5481657981872559, 0.9621907472610474, -1.8987284898757935, 0.5773618817329407]"
5283,"[-0.407798707485199, 0.6977124810218811, 1.0128823518753052, -1.6080923080444336, -0.1789049208164215, -0.5203642845153809, 0.26142215728759766, 0.8129671812057495, -2.0440433025360107, 0.1949351280927658]"
5293,"[0.35323238372802734, 0.6114716529846191, 0.6652386784553528, -1.348421335220337, 0.19835153222084045, -0.5686448216438293, 0.37495970726013184, 0.5085217952728271, -2.2329330444335938, 0.21760837733745575]"
5303,"[1.028785228729248, 0.9992981553077698, -1.1466888189315796, -2.385854959487915, 0.13579630851745605, 0.6634226441383362, 0.8113872408866882, -0.920136034488678, -1.5101441144943237, 0.7692273259162903]"
5313,"[0.7350718975067139, 1.759452223777771, -0.11356070637702942, -1.4443254470825195, 0.3235616981983185, 0.23644304275512695, 0.18897439539432526, 0.5495741367340088, -1.9867655038833618, 0.6425844430923462]"
5323,"[0.36340078711509705, 0.8962485194206238, 0.9264593124389648, -0.24133262038230896, -0.5381011366844177, 0.019948316738009453, 0.4664911925792694, 0.8729849457740784, -2.1710338592529297, 0.9615373611450195]"
5333,"[-0.008706958964467049, 0.8061184287071228, 0.4444797933101654, -2.161083221435547, -0.5241255760192871, -0.3441774845123291, 0.2073339968919754, -0.19904465973377228, -1.8694381713867188, -0.07475588470697403]"
5343,"[0.05038449540734291, 0.4357326626777649, 0.7886003851890564, -1.849480152130127, -0.5887200832366943, 0.0387759655714035, 1.0620993375778198, -0.27708545327186584, -2.4098832607269287, 0.3756779730319977]"
5353,"[-0.1492525190114975, 0.48073717951774597, 0.7927794456481934, -1.757109522819519, -0.46418315172195435, -0.18351565301418304, 0.1957773119211197, -0.47547370195388794, -2.0414490699768066, 0.9152889251708984]"
5363,"[-0.4273800253868103, 1.456167459487915, 0.6096919178962708, -1.9419608116149902, 0.5465938448905945, -0.24800412356853485, 0.5015642642974854, -0.6715523600578308, -2.5879693031311035, 0.07839088886976242]"
5373,"[-0.4628427028656006, 1.2934471368789673, 0.7588909268379211, -2.5838823318481445, -1.1631057262420654, -0.17959316074848175, -0.6531727313995361, 0.2023165225982666, -1.3848772048950195, 0.557966411113739]"
5383,"[0.41413959860801697, 1.106083869934082, 0.8569185733795166, -1.7141436338424683, -0.8409784436225891, -0.9947149157524109, -0.36923494935035706, 0.4157488942146301, -2.1183252334594727, -0.33254000544548035]"
5393,"[0.06209539622068405, 0.2550394833087921, 0.1713409572839737, -0.906404435634613, -0.7142325043678284, -0.4389525055885315, 0.7482659220695496, 0.10608354955911636, -2.0813851356506348, 0.8339271545410156]"
5403,"[-1.0469001531600952, 1.268808364868164, 1.0352150201797485, -2.1002440452575684, 0.5323969721794128, 0.31416258215904236, 0.022915558889508247, 0.0971367359161377, -1.309222936630249, 1.3974745273590088]"
5413,"[-0.14903907477855682, 1.31594979763031, 0.5390620231628418, -1.7940089702606201, 0.12098158150911331, -0.07389157265424728, 0.33616340160369873, 0.29883208870887756, -2.049771785736084, 0.8154205679893494]"
5423,"[0.4825918972492218, 0.5775980949401855, -0.08401399850845337, -2.0975916385650635, -0.30913567543029785, -0.5315287113189697, 0.8962051868438721, 0.698781430721283, -1.6915204524993896, 1.3134323358535767]"
